name,split,t_s,sonar_m,pred_m,residual_m,abs_residual_m,psnr_db,render_ms
f023810,train,952.4,1.984,1.151684142749851,-0.832315857250149,0.832315857250149,36.79530715942383,4.09388542175293
f023815,test,952.6,1.914,1.149288333405605,-0.7647116665943949,0.7647116665943949,36.04460525512695,3.041505813598633
f023820,train,952.8,1.914,1.1592508802457515,-0.7547491197542484,0.7547491197542484,36.41781234741211,4.508495330810547
f023825,train,953.0,1.858,1.1581963485139484,-0.6998036514860517,0.6998036514860517,37.85322570800781,3.5114288330078125
f023830,train,953.2,1.798,1.1556953431175845,-0.6423046568824156,0.6423046568824156,38.81000518798828,3.5076141357421875
f023835,train,953.4,1.739,1.15658129286576,-0.5824187071342402,0.5824187071342402,39.11194610595703,3.003835678100586
f023840,train,953.6,1.741,1.1700386739049558,-0.5709613260950444,0.5709613260950444,40.545406341552734,4.513978958129883
f023845,train,953.8,1.677,1.1595160503154893,-0.5174839496845107,0.5174839496845107,40.84121322631836,3.4995079040527344
f023850,train,954.0,1.677,1.1570482470737258,-0.5199517529262743,0.5199517529262743,38.32320785522461,3.9873123168945312
f023855,test,954.2,1.59,1.2137198533059494,-0.37628014669405063,0.37628014669405063,36.658695220947266,3.9985179901123047
f023860,train,954.4,1.561,1.2383731797432251,-0.3226268202567748,0.3226268202567748,36.840782165527344,3.0393600463867188
f023865,train,954.6,1.502,1.2332495395087288,-0.26875046049127116,0.26875046049127116,37.93489456176758,4.009246826171875
f023870,train,954.8,1.482,1.2684020132645413,-0.2135979867354587,0.2135979867354587,39.309326171875,4.455089569091797
f023875,train,955.0,1.482,1.258651535405125,-0.2233484645948749,0.2233484645948749,39.79362869262695,2.996206283569336
f023880,train,955.2,1.417,1.2441426410118173,-0.17285735898818277,0.17285735898818277,39.29473114013672,3.999948501586914
f023885,train,955.4,1.387,1.2370505713557594,-0.14994942864424066,0.14994942864424066,39.7703971862793,3.9987564086914062
f023890,train,955.6,1.314,1.2502576506301393,-0.06374234936986078,0.06374234936986078,38.70562744140625,3.510713577270508
f023895,test,955.8,1.245,1.277456587378545,0.032456587378544954,0.032456587378544954,36.63009262084961,4.004716873168945
f023900,train,956.0,1.245,1.2943976234401569,0.049397623440156746,0.049397623440156746,37.92369842529297,3.0088424682617188
f023905,train,956.2,1.19,1.3167069001209977,0.12670690012099772,0.12670690012099772,38.754600524902344,4.020929336547852
f023910,train,956.4,1.087,1.316554863318787,0.22955486331878694,0.22955486331878694,38.699928283691406,5.085468292236328
f023915,train,956.6,0.999,1.3214927056376407,0.32249270563764065,0.32249270563764065,39.70320129394531,4.508256912231445
f023920,train,956.8,0.957,1.3454189384266975,0.3884189384266975,0.3884189384266975,40.02899169921875,4.000186920166016
f023925,train,957.0,0.957,1.3597054789967724,0.40270547899677245,0.40270547899677245,39.455772399902344,3.999948501586914
f023930,train,957.2,0.906,1.3739845295185031,0.4679845295185031,0.4679845295185031,40.06813049316406,4.003286361694336
f023935,test,957.4,0.938,1.3972472781743837,0.4592472781743837,0.4592472781743837,39.972251892089844,4.506826400756836
