name,split,t_s,sonar_m,pred_m,residual_m,abs_residual_m,psnr_db,render_ms
f001955,train,78.2,2.268,2.252090408220405,-0.015909591779594834,0.015909591779594834,34.74043273925781,8.507013320922852
f001960,train,78.4,2.274,2.2768696464845695,0.0028696464845694436,0.0028696464845694436,35.11971664428711,8.593559265136719
f001965,train,78.6,2.402,2.4185451169986556,0.016545116998655462,0.016545116998655462,35.37154006958008,9.331703186035156
f001970,train,78.8,2.264,2.2546227679970117,-0.009377232002988123,0.009377232002988123,36.07624435424805,9.057044982910156
f001975,train,79.0,2.264,2.2525899915308933,-0.011410008469106447,0.011410008469106447,35.96771240234375,8.525371551513672
f001980,train,79.2,2.355,2.3840245521403487,0.029024552140348714,0.029024552140348714,36.13951110839844,8.506059646606445
f001985,train,79.4,2.211,2.1630527950350245,-0.0479472049649754,0.0479472049649754,36.834991455078125,8.040189743041992
f001990,test,79.6,2.281,2.2260968897443476,-0.05490311025565253,0.05490311025565253,36.19409942626953,8.509635925292969
f001995,train,79.8,2.242,2.2519823817446176,0.00998238174461763,0.00998238174461763,36.61122512817383,8.009672164916992
f002000,train,80.0,2.242,2.2768507027112794,0.034850702711279435,0.034850702711279435,36.72556686401367,9.530305862426758
f002005,train,80.2,2.193,2.1813816002138124,-0.011618399786187616,0.011618399786187616,37.52416229248047,9.510517120361328
f002010,train,80.4,2.172,2.1645025416521113,-0.007497458347888841,0.007497458347888841,37.08915328979492,9.222030639648438
f002015,train,80.6,2.139,2.1389596031721636,-4.039682783618659e-05,4.039682783618659e-05,37.149112701416016,8.985280990600586
f002020,train,80.8,2.086,2.0924134997171993,0.0064134997171994,0.0064134997171994,36.584964752197266,8.510112762451172
f002025,train,81.0,2.086,2.070612504422456,-0.01538749557754393,0.01538749557754393,37.235076904296875,8.093833923339844
f002030,test,81.2,2.037,2.1334612121147027,0.09646121211470282,0.09646121211470282,35.194705963134766,9.509563446044922
f002035,train,81.4,2.009,1.9928583349131075,-0.01614166508689241,0.01614166508689241,37.54273223876953,8.063554763793945
f002040,train,81.6,1.886,1.90186356379466,0.01586356379466003,0.01586356379466003,36.866973876953125,9.022712707519531
f002045,train,81.8,1.917,1.9247545305740859,0.007754530574085816,0.007754530574085816,37.695640563964844,9.28497314453125
f002050,train,82.0,1.917,1.9300068091388833,0.013006809138883302,0.013006809138883302,37.5640869140625,8.509397506713867
f002055,train,82.2,1.806,1.8144299089345552,0.008429908934555197,0.008429908934555197,37.319618225097656,8.515357971191406
f002060,train,82.4,1.742,1.734984733678862,-0.007015266321138025,0.007015266321138025,37.37794494628906,8.514165878295898
f002065,train,82.6,1.677,1.6860132010023097,0.009013201002309623,0.009013201002309623,37.6740837097168,9.13381576538086
f002070,test,82.8,1.613,1.6509128940572781,0.03791289405727816,0.03791289405727816,37.002601623535156,8.522272109985352
f002075,train,83.0,1.613,1.6144545847195242,0.001454584719524199,0.001454584719524199,37.555721282958984,8.05354118347168
f002080,train,83.2,1.554,1.5582315008755612,0.004231500875561123,0.004231500875561123,36.855674743652344,8.614063262939453
f002085,train,83.4,1.507,1.5146788267206726,0.00767882672067266,0.00767882672067266,36.95163345336914,8.07952880859375
f002090,train,83.6,1.471,1.4788242131664484,0.007824213166448324,0.007824213166448324,37.54890060424805,8.505105972290039
f002095,train,83.8,1.443,1.4446375910224232,0.0016375910224231127,0.0016375910224231127,37.28208541870117,8.515596389770508
f002100,train,84.0,1.443,1.448582905790305,0.0055829057903049595,0.0055829057903049595,37.15644073486328,9.009838104248047
f002105,train,84.2,1.424,1.4228608625447041,-0.0011391374552958133,0.0011391374552958133,36.67207717895508,8.549213409423828
f002110,test,84.4,1.405,1.408796441637645,0.0037964416376450316,0.0037964416376450316,36.379150390625,8.87751579284668
f002115,train,84.6,1.408,1.380240816964112,-0.02775918303588787,0.02775918303588787,23.537561416625977,8.517265319824219
f002120,train,84.8,1.418,1.3794271740732913,-0.03857282592670863,0.03857282592670863,36.429840087890625,8.827686309814453
f002125,train,85.0,1.418,1.4193763041800715,0.0013763041800716191,0.0013763041800716191,36.40530014038086,8.52656364440918
f002130,train,85.2,1.437,1.4130425083765228,-0.023957491623477267,0.023957491623477267,36.13677978515625,8.188486099243164
f002135,train,85.4,1.46,1.4342017637810462,-0.02579823621895372,0.02579823621895372,33.78353500366211,8.565664291381836
f002140,train,85.6,1.481,1.4409000315202944,-0.04009996847970565,0.04009996847970565,35.4830322265625,8.60595703125
f002145,train,85.8,1.48,1.4645799046931869,-0.015420095306813097,0.015420095306813097,35.78600311279297,8.004426956176758
f002150,test,86.0,1.48,1.3839866741520621,-0.09601332584793787,0.09601332584793787,36.938636779785156,9.519577026367188
f002155,train,86.2,1.507,1.4074129199470191,-0.09958708005298078,0.09958708005298078,37.556968688964844,8.018732070922852
f002160,train,86.4,1.526,1.4653331153816107,-0.060666884618389316,0.060666884618389316,37.0273551940918,8.032083511352539
f002165,train,86.6,1.538,1.4895261925945473,-0.04847380740545271,0.04847380740545271,37.70806121826172,8.50057601928711
f002170,train,86.8,1.551,1.566244403857107,0.015244403857107125,0.015244403857107125,37.34252166748047,8.670568466186523
f002175,train,87.0,1.551,1.5614829412366473,0.010482941236647392,0.010482941236647392,36.83110046386719,9.003400802612305
f002180,train,87.2,1.567,1.6193162458102794,0.052316245810279494,0.052316245810279494,36.97051239013672,8.607149124145508
f002185,train,87.4,1.587,1.6887558210064268,0.10175582100642688,0.10175582100642688,37.452754974365234,9.009599685668945
f002190,test,87.6,1.633,1.7015820080047885,0.06858200800478853,0.06858200800478853,36.52959442138672,8.533239364624023
f002195,train,87.8,1.732,1.729686896122102,-0.0023131038778980706,0.0023131038778980706,38.01841354370117,8.526086807250977
f002200,train,88.0,1.732,1.69053465697439,-0.04146534302561,0.04146534302561,37.708431243896484,9.500265121459961
f002205,train,88.2,1.704,1.6794669531297126,-0.024533046870287345,0.024533046870287345,36.23365783691406,8.005380630493164
f002210,train,88.4,1.748,1.741459120461044,-0.006540879538956101,0.006540879538956101,35.9620475769043,8.518457412719727
f002215,train,88.6,1.806,1.931450763031906,0.12545076303190594,0.12545076303190594,34.991485595703125,9.749650955200195
f002220,train,88.8,1.818,1.7522553490752644,-0.06574465092473569,0.06574465092473569,35.083534240722656,8.673906326293945
f002225,train,89.0,1.818,1.790730622308043,-0.02726937769195703,0.02726937769195703,36.630882263183594,9.295225143432617
f002230,test,89.2,1.892,1.7676409807492346,-0.12435901925076531,0.12435901925076531,36.76659393310547,9.515523910522461
f002235,train,89.4,1.934,1.7807095227976233,-0.15329047720237665,0.15329047720237665,37.375694274902344,9.972810745239258
f002240,train,89.6,1.966,1.8191232679072362,-0.14687673209276375,0.14687673209276375,37.09934616088867,10.029792785644531
f002245,train,89.8,1.998,1.8913212756785942,-0.1066787243214058,0.1066787243214058,35.632179260253906,9.204387664794922
