name,split,psnr
0001,train,29.473684310913086
0002,train,32.8167610168457
0003,train,38.20289993286133
0004,train,38.572872161865234
0005,train,36.91067886352539
0006,train,36.46915054321289
0007,train,36.60768127441406
0009,train,36.410118103027344
0010,train,36.673728942871094
0011,train,36.45014190673828
0012,train,35.99243927001953
0013,train,35.76384735107422
0014,train,36.00335693359375
0015,train,36.29275894165039
0017,train,36.24565887451172
0018,train,37.65821838378906
0019,train,37.99840545654297
0020,train,39.57511520385742
0021,train,39.44304656982422
0022,train,38.930870056152344
0023,train,37.38568115234375
0025,train,34.30863952636719
0026,train,32.9486198425293
0027,train,31.795604705810547
0028,train,28.62006950378418
0029,train,30.01102066040039
0030,train,28.089061737060547
0031,train,27.691402435302734
0033,train,28.434814453125
0034,train,27.837261199951172
0035,train,28.802120208740234
0036,train,31.513427734375
0037,train,29.90871810913086
0038,train,30.106414794921875
0039,train,29.44754409790039
0041,train,29.995393753051758
0042,train,13.395341873168945
0043,train,26.87350082397461
0044,train,28.30542755126953
0045,train,30.901782989501953
0046,train,32.727577209472656
0047,train,32.855655670166016
0049,train,32.329124450683594
0050,train,34.29829406738281
0051,train,34.68621826171875
0052,train,35.353179931640625
0053,train,34.699867248535156
0054,train,34.04907989501953
0055,train,36.086097717285156
0057,train,36.889427185058594
0058,train,37.25204849243164
0059,train,36.09032440185547
0060,train,34.737266540527344
0061,train,32.72225570678711
0062,train,32.260337829589844
0063,train,31.021440505981445
0065,train,30.570175170898438
0066,train,31.563758850097656
0067,train,33.2265625
0068,train,34.588443756103516
0069,train,34.450870513916016
0070,train,34.180999755859375
0071,train,33.039710998535156
0073,train,32.381797790527344
0074,train,35.52504348754883
0075,train,36.5280876159668
0076,train,37.17084503173828
0077,train,35.7044792175293
0078,train,34.693626403808594
0079,train,32.943397521972656
0081,train,33.22599792480469
0082,train,34.61798858642578
0083,train,35.8953971862793
0084,train,34.375709533691406
0085,train,31.29021453857422
0086,train,30.534854888916016
0087,train,31.000125885009766
0089,train,30.178499221801758
0090,train,29.75242805480957
0091,train,29.598041534423828
0092,train,29.14313316345215
0093,train,29.5301456451416
0094,train,29.75459098815918
0095,train,29.63326644897461
0097,train,29.620769500732422
0098,train,30.120220184326172
0099,train,30.917640686035156
0100,train,31.890432357788086
0101,train,31.935117721557617
0102,train,31.675033569335938
0103,train,30.67794418334961
0105,train,29.473913192749023
0106,train,29.313737869262695
0107,train,29.069082260131836
0108,train,29.39495849609375
0109,train,29.929718017578125
0110,train,30.583860397338867
0111,train,31.362409591674805
0113,train,32.17951583862305
0114,train,33.175662994384766
0115,train,34.41011047363281
0116,train,34.32642364501953
0117,train,35.44488525390625
0118,train,34.2761344909668
0119,train,33.24711227416992
0121,train,34.13935852050781
0122,train,34.00541687011719
0123,train,34.87717056274414
0124,train,36.39912033081055
0125,train,37.0604362487793
0126,train,37.26167297363281
0127,train,34.9539680480957
0129,train,34.71413040161133
0130,train,35.2335319519043
0131,train,34.984928131103516
0132,train,33.95778274536133
0133,train,34.687591552734375
0134,train,34.879554748535156
0135,train,34.35923767089844
0137,train,35.460365295410156
0138,train,37.7205810546875
0139,train,37.04261016845703
0140,train,37.99932098388672
0141,train,37.87852096557617
0142,train,37.77497100830078
0143,train,36.80596160888672
0145,train,36.78990173339844
0146,train,38.03148651123047
0147,train,38.247074127197266
0148,train,36.162322998046875
0149,train,38.02613830566406
0150,train,37.702720642089844
0151,train,37.25310516357422
0153,train,35.774173736572266
0154,train,35.505340576171875
0155,train,35.562171936035156
0156,train,35.58767318725586
0157,train,35.92962646484375
0158,train,35.34168243408203
0159,train,35.10426330566406
0161,train,34.34716796875
0162,train,33.62666320800781
0163,train,33.71638107299805
0164,train,33.586612701416016
0165,train,33.8426513671875
0166,train,32.218345642089844
0167,train,28.406513214111328
0169,train,30.288354873657227
0170,train,30.237892150878906
0171,train,29.85713005065918
0172,train,29.9442195892334
0173,train,29.882734298706055
0174,train,29.661579132080078
0175,train,29.375951766967773
0177,train,29.133567810058594
0178,train,29.22271728515625
0179,train,29.451892852783203
0180,train,28.581066131591797
