name,split,psnr
0001,train,30.192983627319336
0002,train,33.261070251464844
0003,train,37.92293167114258
0004,train,38.61814880371094
0005,train,37.42253875732422
0006,train,37.08303451538086
0007,train,37.01898956298828
0009,train,36.84220886230469
0010,train,37.41230392456055
0011,train,36.870452880859375
0012,train,36.52692413330078
0013,train,36.282508850097656
0014,train,36.33488464355469
0015,train,36.65298080444336
0017,train,35.99005126953125
0018,train,37.337669372558594
0019,train,37.61305236816406
0020,train,38.99705505371094
0021,train,38.71319580078125
0022,train,38.04291915893555
0023,train,36.53301239013672
0025,train,33.981163024902344
0026,train,33.11258316040039
0027,train,32.25043869018555
0028,train,29.098188400268555
0029,train,29.685832977294922
0030,train,28.559391021728516
0031,train,27.421611785888672
0033,train,29.334308624267578
0034,train,28.433326721191406
0035,train,29.54514503479004
0036,train,31.592453002929688
0037,train,29.669111251831055
0038,train,29.76470184326172
0039,train,29.084686279296875
0041,train,30.074769973754883
0042,train,13.422090530395508
0043,train,26.945695877075195
0044,train,28.135295867919922
0045,train,30.61372947692871
0046,train,33.12085723876953
0047,train,33.541446685791016
0049,train,32.47337341308594
0050,train,34.29019546508789
0051,train,35.2110481262207
0052,train,35.84480667114258
0053,train,34.176353454589844
0054,train,33.46217346191406
0055,train,35.61968994140625
0057,train,36.15483856201172
0058,train,36.914737701416016
0059,train,36.16845703125
0060,train,34.526390075683594
0061,train,32.46977996826172
0062,train,31.84588623046875
0063,train,30.581342697143555
0065,train,30.50955581665039
0066,train,31.43179702758789
0067,train,32.833251953125
0068,train,34.67816925048828
0069,train,34.53233337402344
0070,train,34.5783576965332
0071,train,33.30077362060547
0073,train,32.045318603515625
0074,train,35.29295349121094
0075,train,36.60582733154297
0076,train,37.05051040649414
0077,train,35.630489349365234
0078,train,34.5731201171875
0079,train,33.02155685424805
0081,train,32.686344146728516
0082,train,33.708984375
0083,train,34.51432800292969
0084,train,33.34196472167969
0085,train,31.10320281982422
0086,train,30.476808547973633
0087,train,31.31931495666504
0089,train,30.483762741088867
0090,train,29.912330627441406
0091,train,29.683643341064453
0092,train,29.17668342590332
0093,train,29.429790496826172
0094,train,29.737937927246094
0095,train,29.8262996673584
0097,train,30.12908172607422
0098,train,30.46198844909668
0099,train,31.078508377075195
0100,train,31.715106964111328
0101,train,31.75939178466797
0102,train,31.357080459594727
0103,train,30.16558074951172
0105,train,28.921485900878906
0106,train,28.913496017456055
0107,train,28.728044509887695
0108,train,29.14371109008789
0109,train,29.65725326538086
0110,train,30.165369033813477
0111,train,30.59568214416504
0113,train,31.33279037475586
0114,train,32.27626419067383
0115,train,33.2866325378418
0116,train,33.15288162231445
0117,train,34.168949127197266
0118,train,33.32203674316406
0119,train,33.137115478515625
0121,train,34.28255844116211
0122,train,34.34852600097656
0123,train,35.307090759277344
0124,train,36.62372589111328
0125,train,36.64044189453125
0126,train,36.57548522949219
0127,train,34.639198303222656
0129,train,33.75008010864258
0130,train,33.98615264892578
0131,train,33.56312561035156
0132,train,32.68675231933594
0133,train,33.25565719604492
0134,train,33.37729263305664
0135,train,32.9735221862793
0137,train,34.400455474853516
0138,train,36.81548309326172
0139,train,36.88505935668945
0140,train,37.72902297973633
0141,train,37.675819396972656
0142,train,37.79597091674805
0143,train,36.983219146728516
0145,train,37.15424346923828
0146,train,38.556392669677734
0147,train,38.70635223388672
0148,train,36.711585998535156
0149,train,38.26813888549805
0150,train,37.56023406982422
0151,train,37.3768310546875
0153,train,35.56913757324219
0154,train,35.085594177246094
0155,train,35.065330505371094
0156,train,35.27851486206055
0157,train,35.54643249511719
0158,train,35.189937591552734
0159,train,35.050201416015625
0161,train,33.97589111328125
0162,train,32.887733459472656
0163,train,33.07858657836914
0164,train,33.10329818725586
0165,train,33.354026794433594
0166,train,31.945154190063477
0167,train,27.97970962524414
0169,train,29.726905822753906
0170,train,29.897506713867188
0171,train,29.669879913330078
0172,train,29.948213577270508
0173,train,29.96028709411621
0174,train,29.795745849609375
0175,train,29.53366470336914
0177,train,28.772296905517578
0178,train,28.951095581054688
0179,train,29.26173210144043
0180,train,28.062450408935547
0181,train,26.860029220581055
0182,train,26.535675048828125
0183,train,25.992950439453125
0185,train,28.1815128326416
0186,train,28.3946590423584
0187,train,28.231021881103516
0188,train,27.31692123413086
0189,train,26.607210159301758
0190,train,26.859722137451172
0191,train,27.2403507232666
0193,train,28.72351837158203
0194,train,30.49626922607422
0195,train,31.283180236816406
0196,train,31.92325210571289
0197,train,32.81732177734375
0198,train,33.170082092285156
0199,train,32.19572830200195
0201,train,33.439151763916016
0202,train,33.20881271362305
0203,train,32.16102981567383
0204,train,32.832359313964844
0205,train,32.27677917480469
0206,train,30.48000717163086
0207,train,30.309284210205078
0209,train,26.061416625976562
0210,train,25.589069366455078
0211,train,25.751874923706055
0212,train,26.680145263671875
0213,train,29.102571487426758
0214,train,29.962995529174805
0215,train,29.124225616455078
0217,train,29.553239822387695
0218,train,30.899337768554688
0219,train,31.327281951904297
0220,train,31.226301193237305
0221,train,31.829957962036133
0222,train,31.51937484741211
0223,train,29.714765548706055
0225,train,27.28268814086914
0226,train,28.03948211669922
0227,train,30.411474227905273
0228,train,31.314613342285156
0229,train,32.99271774291992
0230,train,30.75689125061035
0231,train,32.827335357666016
0233,train,29.295433044433594
0234,train,29.931304931640625
0235,train,31.171512603759766
0236,train,30.780574798583984
0237,train,30.38459014892578
0238,train,31.933109283447266
0239,train,31.6806583404541
0241,train,32.43529510498047
0242,train,32.143550872802734
0243,train,31.839004516601562
0244,train,31.288928985595703
0245,train,30.97435760498047
0246,train,30.6679630279541
0247,train,30.40920066833496
0249,train,28.90716552734375
0250,train,28.95826530456543
0251,train,28.671157836914062
0252,train,29.07159996032715
0253,train,30.792736053466797
0254,train,30.821083068847656
0255,train,29.984617233276367
0257,train,31.356815338134766
0258,train,27.346450805664062
0259,train,22.78458023071289
0260,train,19.682695388793945
0261,train,19.36473846435547
0262,train,19.38358497619629
0263,train,18.799076080322266
0265,train,30.027847290039062
0266,train,30.842714309692383
0267,train,31.588394165039062
0268,train,31.981929779052734
0269,train,32.220157623291016
0270,train,32.5255126953125
0271,train,32.753658294677734
0273,train,34.11797332763672
0274,train,34.409690856933594
0275,train,34.37092590332031
0276,train,34.31250762939453
0277,train,33.96745300292969
0278,train,34.05882263183594
0279,train,33.99164962768555
0281,train,34.117576599121094
0282,train,33.97786331176758
0283,train,33.746368408203125
0284,train,33.935791015625
0285,train,34.146873474121094
0286,train,34.41741180419922
0287,train,34.950843811035156
0289,train,35.565956115722656
0290,train,35.663063049316406
0291,train,35.35285186767578
0292,train,34.636043548583984
0293,train,35.457275390625
0294,train,34.84002685546875
0295,train,35.316246032714844
0297,train,34.22760772705078
0298,train,32.59825134277344
0299,train,30.876178741455078
0000,test,26.22015380859375
0008,test,36.2916259765625
0016,test,36.424137115478516
0024,test,34.815147399902344
0032,test,27.77307891845703
0040,test,28.475231170654297
0048,test,31.310060501098633
0056,test,36.431129455566406
0064,test,30.60518455505371
0072,test,30.25314712524414
0080,test,31.209184646606445
0088,test,30.134254455566406
0096,test,29.32999038696289
0104,test,29.14188003540039
0112,test,30.77263832092285
0120,test,32.522579193115234
0128,test,34.313743591308594
0136,test,34.43343734741211
0144,test,36.241912841796875
0152,test,36.36403274536133
0160,test,33.942901611328125
0168,test,28.982017517089844
0176,test,29.794471740722656
0184,test,25.822021484375
0192,test,27.79452133178711
0200,test,32.103511810302734
0208,test,26.928129196166992
0216,test,27.260589599609375
0224,test,27.120752334594727
0232,test,23.09373664855957
0240,test,31.758350372314453
0248,test,29.295867919921875
0256,test,29.438247680664062
0264,test,20.849788665771484
0272,test,33.27308654785156
0280,test,33.5419921875
0288,test,34.72164535522461
0296,test,33.567039489746094
