name,split,psnr
0001,train,31.871843338012695
0002,train,35.47294235229492
0003,train,38.50101089477539
0004,train,39.074867248535156
0005,train,38.258026123046875
0006,train,39.08450698852539
0007,train,40.10987091064453
0009,train,40.65172576904297
0010,train,41.0030403137207
0011,train,39.73939895629883
0012,train,39.141845703125
0013,train,39.654056549072266
0014,train,40.15654754638672
0015,train,39.11283874511719
0017,train,40.55137252807617
0018,train,41.47002410888672
0019,train,40.68141174316406
0020,train,40.41817092895508
0021,train,39.75090026855469
0022,train,38.838077545166016
0023,train,37.32371520996094
0025,train,37.173187255859375
0026,train,38.861385345458984
0027,train,38.06709671020508
0028,train,31.851661682128906
0029,train,30.652372360229492
0030,train,31.200115203857422
0031,train,30.42166519165039
0033,train,31.764392852783203
0034,train,31.49582290649414
0035,train,31.917469024658203
0036,train,33.161598205566406
0037,train,33.03927993774414
0038,train,35.7723388671875
0039,train,34.86471939086914
0041,train,32.74082946777344
0042,train,13.878144264221191
0043,train,25.79540252685547
0044,train,27.79336166381836
0045,train,30.39141845703125
0046,train,32.760677337646484
0047,train,34.47494888305664
0049,train,36.01417541503906
0050,train,38.037593841552734
0051,train,38.338565826416016
0052,train,39.24512481689453
0053,train,36.66081237792969
0054,train,37.17498016357422
0055,train,37.540470123291016
0057,train,38.061912536621094
0058,train,37.342918395996094
0059,train,35.32163619995117
0060,train,34.394081115722656
0061,train,33.09783172607422
0062,train,33.508331298828125
0063,train,33.479759216308594
0065,train,33.17217254638672
0066,train,36.46881866455078
0067,train,36.89254379272461
0068,train,37.48286819458008
0069,train,37.40597152709961
0070,train,38.24386215209961
0071,train,38.12068557739258
0073,train,35.89415740966797
0074,train,37.80929946899414
0075,train,38.96605682373047
0076,train,37.58619689941406
0077,train,36.3177375793457
0078,train,36.13187026977539
0079,train,37.7491340637207
0081,train,36.485137939453125
0082,train,36.58829116821289
0083,train,36.03269958496094
0084,train,34.59638595581055
0085,train,33.3867073059082
0086,train,32.81183624267578
0087,train,33.97490692138672
0089,train,33.86989212036133
0090,train,33.510799407958984
0091,train,33.10422897338867
0092,train,31.80649185180664
0093,train,32.022804260253906
0094,train,31.604860305786133
0095,train,31.36620330810547
0097,train,31.9951171875
0098,train,32.824195861816406
0099,train,32.19209671020508
0100,train,32.39471435546875
0101,train,32.281490325927734
0102,train,32.15570831298828
0103,train,30.736927032470703
0105,train,30.279245376586914
0106,train,30.608989715576172
0107,train,30.571382522583008
0108,train,30.883485794067383
0109,train,31.230810165405273
0110,train,32.040245056152344
0111,train,33.38370895385742
0113,train,34.0182991027832
0114,train,35.391326904296875
0115,train,36.70947265625
0116,train,35.775230407714844
0117,train,36.629249572753906
0118,train,34.830020904541016
0119,train,34.21205520629883
0121,train,35.30686569213867
0122,train,36.07496643066406
0123,train,36.95543670654297
0124,train,38.03396987915039
0125,train,36.62094497680664
0126,train,36.551490783691406
0127,train,34.78818130493164
0129,train,33.81382751464844
0130,train,34.22820281982422
0131,train,34.81107711791992
0132,train,35.647579193115234
0133,train,36.43706130981445
0134,train,37.00614547729492
0135,train,37.15005874633789
0137,train,38.8743896484375
0138,train,39.644893646240234
0139,train,38.107177734375
0140,train,39.957881927490234
0141,train,39.798885345458984
0142,train,40.05411148071289
0143,train,39.27778244018555
0145,train,39.35252380371094
0146,train,41.16872787475586
0147,train,40.66982650756836
0148,train,38.17702102661133
0149,train,40.126346588134766
0150,train,38.177452087402344
0151,train,38.390419006347656
0153,train,37.697811126708984
0154,train,37.838958740234375
0155,train,37.82951736450195
0156,train,37.7738037109375
0157,train,38.38959884643555
0158,train,38.025428771972656
0159,train,37.09390640258789
0161,train,36.330474853515625
0162,train,35.43997573852539
0163,train,36.255104064941406
0164,train,36.52560806274414
0165,train,36.570133209228516
0166,train,33.585716247558594
0167,train,34.30148696899414
0169,train,33.55867004394531
0170,train,33.66147994995117
0171,train,32.87839126586914
0172,train,32.84991455078125
0173,train,32.692745208740234
0174,train,32.125762939453125
0175,train,31.306861877441406
0177,train,32.054443359375
0178,train,31.389129638671875
0179,train,29.269515991210938
0180,train,28.207683563232422
0181,train,27.3304386138916
0182,train,27.601673126220703
0183,train,27.150022506713867
0185,train,29.710390090942383
0186,train,30.772306442260742
0187,train,31.070068359375
0188,train,31.20041847229004
0189,train,30.45404052734375
